Object_ID,Provinsi,Tanggal,Kasus_Terkonfirmasi_Akumulatif,Penambahan_Harian_Kasus_Terkonf,Kasus_Sembuh_Akumulatif,Penambahan_Harian_Kasus_Sembuh,Kasus_Meninggal_Akumulatif,Penambahan_Harian_Kasus_Meningg,Kasus_Aktif_Akumulatif,CFR_Harian,RI_Harian,FID,ObjectId,Cluster
987.0,DKI Jakarta,2020/03/30 00:00:00+00,698.0,24.0,48.0,3.0,74.0,6.0,576.0,11.00000,7.00000,987.0,4558,0
988.0,Jambi,2020/03/30 00:00:00+00,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,988.0,4559,0
989.0,Jawa Barat,2020/03/30 00:00:00+00,180.0,25.0,8.0,2.0,20.0,1.0,152.0,11.00000,4.00000,989.0,4560,0
990.0,Jawa Tengah,2020/03/30 00:00:00+00,81.0,17.0,0.0,0.0,7.0,0.0,74.0,9.00000,0.00000,990.0,4561,0
991.0,Jawa Timur,2020/03/30 00:00:00+00,91.0,1.0,16.0,5.0,8.0,1.0,67.0,9.00000,18.00000,991.0,4562,0
992.0,Kalimantan Barat,2020/03/30 00:00:00+00,9.0,1.0,0.0,0.0,0.0,0.0,9.0,0.00000,0.00000,992.0,4563,0
993.0,Kalimantan Timur,2020/03/30 00:00:00+00,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.00000,0.00000,993.0,4564,0
994.0,Kalimantan Tengah,2020/03/30 00:00:00+00,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.00000,0.00000,994.0,4565,0
995.0,Kalimantan Selatan,2020/03/30 00:00:00+00,5.0,4.0,0.0,0.0,0.0,0.0,5.0,0.00000,0.00000,995.0,4566,0
996.0,Kalimantan Utara,2020/03/30 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,996.0,4567,0
997.0,Kepulauan Riau,2020/03/30 00:00:00+00,6.0,1.0,0.0,0.0,1.0,0.0,5.0,17.00000,0.00000,997.0,4568,0
998.0,Nusa Tenggara Barat,2020/03/30 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,998.0,4569,0
999.0,Sumatera Selatan,2020/03/30 00:00:00+00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,100.00000,0.00000,999.0,4570,0
1000.0,Sumatera Barat,2020/03/30 00:00:00+00,8.0,3.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1000.0,4571,0
1001.0,Sulawesi Utara,2020/03/30 00:00:00+00,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.00000,50.00000,1001.0,4572,0
1002.0,Sumatera Utara,2020/03/30 00:00:00+00,13.0,5.0,0.0,0.0,1.0,0.0,12.0,8.00000,0.00000,1002.0,4573,0
1003.0,Sulawesi Tenggara,2020/03/30 00:00:00+00,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00000,0.00000,1003.0,4574,0
1004.0,Sulawesi Selatan,2020/03/30 00:00:00+00,50.0,4.0,0.0,0.0,1.0,0.0,49.0,2.00000,0.00000,1004.0,4575,0
1005.0,Sulawesi Tengah,2020/03/30 00:00:00+00,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00000,0.00000,1005.0,4576,0
1006.0,Lampung,2020/03/30 00:00:00+00,8.0,4.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1006.0,4577,0
1007.0,Riau,2020/03/30 00:00:00+00,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.00000,0.00000,1007.0,4578,0
1008.0,Maluku Utara,2020/03/30 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1008.0,4579,0
1009.0,Maluku,2020/03/30 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1009.0,4580,0
1010.0,Papua Barat,2020/03/30 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1010.0,4581,0
1011.0,Papua,2020/03/30 00:00:00+00,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.00000,0.00000,1011.0,4582,0
1012.0,Sulawesi Barat,2020/03/30 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1012.0,4583,0
1013.0,Nusa Tenggara Timur,2020/03/30 00:00:00+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,1013.0,4584,0
1014.0,Gorontalo,2020/03/30 00:00:00+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,1014.0,4585,0
1015.0,Indonesia,2020/03/30 00:00:00+00,37.0,5.0,0.0,0.0,0.0,0.0,37.0,0.00000,0.00000,1015.0,4586,0
1016.0,Aceh,2020/03/31 00:00:00+00,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.00000,0.00000,1016.0,4587,0
1017.0,Bali,2020/03/31 00:00:00+00,19.0,0.0,0.0,0.0,2.0,0.0,17.0,11.00000,0.00000,1017.0,4588,0
1018.0,Banten,2020/03/31 00:00:00+00,142.0,14.0,2.0,1.0,4.0,0.0,136.0,3.00000,1.00000,1018.0,4589,0
1019.0,Kepulauan Bangka Belitung,2020/03/31 00:00:00+00,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1019.0,4590,0
1020.0,Bengkulu,2020/03/31 00:00:00+00,1.0,1.0,0.0,0.0,1.0,1.0,0.0,100.00000,0.00000,1020.0,4591,0
1021.0,Daerah Istimewa Yogyakarta,2020/03/31 00:00:00+00,23.0,5.0,1.0,0.0,2.0,0.0,20.0,9.00000,4.00000,1021.0,4592,0
1022.0,DKI Jakarta,2020/03/31 00:00:00+00,747.0,41.0,48.0,0.0,83.0,9.0,616.0,11.00000,6.00000,1022.0,4593,0
1023.0,Jambi,2020/03/31 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1023.0,4594,0
1024.0,Jawa Barat,2020/03/31 00:00:00+00,198.0,16.0,11.0,3.0,21.0,1.0,166.0,11.00000,6.00000,1024.0,4595,0
1025.0,Jawa Tengah,2020/03/31 00:00:00+00,93.0,13.0,0.0,0.0,7.0,0.0,86.0,8.00000,0.00000,1025.0,4596,0
1026.0,Jawa Timur,2020/03/31 00:00:00+00,93.0,2.0,16.0,0.0,8.0,0.0,69.0,9.00000,17.00000,1026.0,4597,0
1027.0,Kalimantan Barat,2020/03/31 00:00:00+00,9.0,0.0,2.0,2.0,2.0,2.0,5.0,22.00000,22.00000,1027.0,4598,0
1028.0,Kalimantan Timur,2020/03/31 00:00:00+00,20.0,3.0,0.0,0.0,0.0,0.0,20.0,0.00000,0.00000,1028.0,4599,0
1029.0,Kalimantan Tengah,2020/03/31 00:00:00+00,9.0,2.0,0.0,0.0,0.0,0.0,9.0,0.00000,0.00000,1029.0,4600,0
1030.0,Kalimantan Selatan,2020/03/31 00:00:00+00,8.0,2.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1030.0,4601,0
1031.0,Kalimantan Utara,2020/03/31 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1031.0,4602,0
1032.0,Kepulauan Riau,2020/03/31 00:00:00+00,7.0,1.0,0.0,0.0,1.0,0.0,6.0,14.00000,0.00000,1032.0,4603,0
1033.0,Nusa Tenggara Barat,2020/03/31 00:00:00+00,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.00000,0.00000,1033.0,4604,0
1034.0,Sumatera Selatan,2020/03/31 00:00:00+00,5.0,3.0,0.0,0.0,2.0,0.0,3.0,40.00000,0.00000,1034.0,4605,0
1035.0,Sumatera Barat,2020/03/31 00:00:00+00,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1035.0,4606,0
1036.0,Sulawesi Utara,2020/03/31 00:00:00+00,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00000,50.00000,1036.0,4607,0
1037.0,Sumatera Utara,2020/03/31 00:00:00+00,19.0,6.0,0.0,0.0,1.0,0.0,18.0,5.00000,0.00000,1037.0,4608,0
1038.0,Sulawesi Tenggara,2020/03/31 00:00:00+00,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00000,0.00000,1038.0,4609,0
1039.0,Sulawesi Selatan,2020/03/31 00:00:00+00,50.0,0.0,0.0,0.0,1.0,0.0,49.0,2.00000,0.00000,1039.0,4610,0
1040.0,Sulawesi Tengah,2020/03/31 00:00:00+00,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00000,0.00000,1040.0,4611,0
1041.0,Lampung,2020/03/31 00:00:00+00,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1041.0,4612,0
1042.0,Riau,2020/03/31 00:00:00+00,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00000,0.00000,1042.0,4613,0
1043.0,Maluku Utara,2020/03/31 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1043.0,4614,0
1044.0,Maluku,2020/03/31 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1044.0,4615,0
1045.0,Papua Barat,2020/03/31 00:00:00+00,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50.00000,0.00000,1045.0,4616,0
1046.0,Papua,2020/03/31 00:00:00+00,10.0,1.0,0.0,0.0,0.0,0.0,10.0,0.00000,0.00000,1046.0,4617,0
1047.0,Sulawesi Barat,2020/03/31 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1047.0,4618,0
1048.0,Nusa Tenggara Timur,2020/03/31 00:00:00+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,1048.0,4619,0
1049.0,Gorontalo,2020/03/31 00:00:00+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,1049.0,4620,0
1050.0,Indonesia,2020/03/31 00:00:00+00,28.0,1.0,0.0,0.0,0.0,0.0,28.0,0.00000,0.00000,1050.0,4621,0
1051.0,Aceh,2020/04/01 00:00:00+00,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.00000,0.00000,1051.0,4622,0
1052.0,Bali,2020/04/01 00:00:00+00,25.0,6.0,10.0,10.0,2.0,0.0,13.0,8.00000,40.00000,1052.0,4623,0
1053.0,Banten,2020/04/01 00:00:00+00,152.0,11.0,7.0,5.0,14.0,10.0,131.0,9.00000,5.00000,1053.0,4624,0
1054.0,Kepulauan Bangka Belitung,2020/04/01 00:00:00+00,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50.00000,0.00000,1054.0,4625,0
1055.0,Bengkulu,2020/04/01 00:00:00+00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,100.00000,0.00000,1055.0,4626,0
1056.0,Daerah Istimewa Yogyakarta,2020/04/01 00:00:00+00,28.0,5.0,1.0,0.0,2.0,0.0,25.0,7.00000,4.00000,1056.0,4627,0
1057.0,DKI Jakarta,2020/04/01 00:00:00+00,808.0,62.0,50.0,2.0,85.0,2.0,673.0,11.00000,6.00000,1057.0,4628,0
1058.0,Jambi,2020/04/01 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1058.0,4629,0
1059.0,Jawa Barat,2020/04/01 00:00:00+00,220.0,21.0,11.0,0.0,21.0,0.0,188.0,10.00000,5.00000,1059.0,4630,0
1060.0,Jawa Tengah,2020/04/01 00:00:00+00,104.0,11.0,0.0,0.0,7.0,0.0,97.0,7.00000,0.00000,1060.0,4631,0
1061.0,Jawa Timur,2020/04/01 00:00:00+00,104.0,11.0,17.0,1.0,9.0,1.0,78.0,9.00000,16.00000,1061.0,4632,0
1062.0,Kalimantan Barat,2020/04/01 00:00:00+00,10.0,1.0,2.0,0.0,2.0,0.0,6.0,20.00000,20.00000,1062.0,4633,0
1063.0,Kalimantan Timur,2020/04/01 00:00:00+00,21.0,1.0,0.0,0.0,1.0,1.0,20.0,5.00000,0.00000,1063.0,4634,0
1064.0,Kalimantan Tengah,2020/04/01 00:00:00+00,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.00000,0.00000,1064.0,4635,0
1065.0,Kalimantan Selatan,2020/04/01 00:00:00+00,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1065.0,4636,0
1066.0,Kalimantan Utara,2020/04/01 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1066.0,4637,0
1067.0,Kepulauan Riau,2020/04/01 00:00:00+00,7.0,0.0,0.0,0.0,1.0,0.0,6.0,14.00000,0.00000,1067.0,4638,0
1068.0,Nusa Tenggara Barat,2020/04/01 00:00:00+00,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.00000,0.00000,1068.0,4639,0
1069.0,Sumatera Selatan,2020/04/01 00:00:00+00,5.0,0.0,0.0,0.0,2.0,0.0,3.0,40.00000,0.00000,1069.0,4640,0
1070.0,Sumatera Barat,2020/04/01 00:00:00+00,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1070.0,4641,0
1071.0,Sulawesi Utara,2020/04/01 00:00:00+00,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.00000,33.00000,1071.0,4642,0
1072.0,Sumatera Utara,2020/04/01 00:00:00+00,22.0,2.0,0.0,0.0,3.0,2.0,19.0,14.00000,0.00000,1072.0,4643,0
1073.0,Sulawesi Tenggara,2020/04/01 00:00:00+00,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00000,0.00000,1073.0,4644,0
1074.0,Sulawesi Selatan,2020/04/01 00:00:00+00,66.0,15.0,0.0,0.0,5.0,4.0,61.0,8.00000,0.00000,1074.0,4645,0
1075.0,Sulawesi Tengah,2020/04/01 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1075.0,4646,0
1076.0,Lampung,2020/04/01 00:00:00+00,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1076.0,4647,0
1077.0,Riau,2020/04/01 00:00:00+00,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.00000,33.00000,1077.0,4648,0
1078.0,Maluku Utara,2020/04/01 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1078.0,4649,0
1079.0,Maluku,2020/04/01 00:00:00+00,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.00000,100.00000,1079.0,4650,0
1080.0,Papua Barat,2020/04/01 00:00:00+00,2.0,0.0,0.0,0.0,1.0,0.0,1.0,50.00000,0.00000,1080.0,4651,0
1081.0,Papua,2020/04/01 00:00:00+00,10.0,0.0,2.0,2.0,0.0,0.0,8.0,0.00000,20.00000,1081.0,4652,0
1082.0,Sulawesi Barat,2020/04/01 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1082.0,4653,0
1083.0,Nusa Tenggara Timur,2020/04/01 00:00:00+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,1083.0,4654,0
1084.0,Gorontalo,2020/04/01 00:00:00+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,1084.0,4655,0
1085.0,Indonesia,2020/04/01 00:00:00+00,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.00000,0.00000,1085.0,4656,0
1086.0,Aceh,2020/04/02 00:00:00+00,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.00000,0.00000,1086.0,4657,0
1087.0,Bali,2020/04/02 00:00:00+00,25.0,0.0,10.0,0.0,2.0,0.0,13.0,8.00000,40.00000,1087.0,4658,0
1088.0,Banten,2020/04/02 00:00:00+00,164.0,8.0,7.0,0.0,14.0,0.0,143.0,9.00000,4.00000,1088.0,4659,0
1089.0,Kepulauan Bangka Belitung,2020/04/02 00:00:00+00,2.0,0.0,0.0,0.0,1.0,0.0,1.0,50.00000,0.00000,1089.0,4660,0
1090.0,Bengkulu,2020/04/02 00:00:00+00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,100.00000,0.00000,1090.0,4661,0
1091.0,Daerah Istimewa Yogyakarta,2020/04/02 00:00:00+00,27.0,0.0,1.0,0.0,3.0,1.0,23.0,11.00000,4.00000,1091.0,4662,0
1092.0,DKI Jakarta,2020/04/02 00:00:00+00,897.0,80.0,52.0,2.0,90.0,5.0,755.0,10.00000,6.00000,1092.0,4663,0
1093.0,Jambi,2020/04/02 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1093.0,4664,0
1094.0,Jawa Barat,2020/04/02 00:00:00+00,223.0,15.0,11.0,0.0,25.0,4.0,187.0,11.00000,5.00000,1094.0,4665,0
1095.0,Jawa Tengah,2020/04/02 00:00:00+00,104.0,0.0,0.0,0.0,7.0,0.0,97.0,7.00000,0.00000,1095.0,4666,0
1096.0,Jawa Timur,2020/04/02 00:00:00+00,104.0,0.0,22.0,5.0,11.0,2.0,71.0,11.00000,21.00000,1096.0,4667,0
1097.0,Kalimantan Barat,2020/04/02 00:00:00+00,10.0,0.0,2.0,0.0,2.0,0.0,6.0,20.00000,20.00000,1097.0,4668,0
1098.0,Kalimantan Timur,2020/04/02 00:00:00+00,21.0,0.0,0.0,0.0,1.0,0.0,20.0,5.00000,0.00000,1098.0,4669,0
1099.0,Kalimantan Tengah,2020/04/02 00:00:00+00,9.0,0.0,2.0,2.0,0.0,0.0,7.0,0.00000,22.00000,1099.0,4670,0
1100.0,Kalimantan Selatan,2020/04/02 00:00:00+00,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1100.0,4671,0
1101.0,Kalimantan Utara,2020/04/02 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1101.0,4672,0
1102.0,Kepulauan Riau,2020/04/02 00:00:00+00,7.0,0.0,0.0,0.0,1.0,0.0,6.0,14.00000,0.00000,1102.0,4673,0
1103.0,Nusa Tenggara Barat,2020/04/02 00:00:00+00,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.00000,0.00000,1103.0,4674,0
1104.0,Sumatera Selatan,2020/04/02 00:00:00+00,11.0,6.0,0.0,0.0,2.0,0.0,9.0,18.00000,0.00000,1104.0,4675,0
1105.0,Sumatera Barat,2020/04/02 00:00:00+00,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1105.0,4676,0
1106.0,Sulawesi Utara,2020/04/02 00:00:00+00,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.00000,33.00000,1106.0,4677,0
1107.0,Sumatera Utara,2020/04/02 00:00:00+00,22.0,0.0,0.0,0.0,3.0,0.0,19.0,14.00000,0.00000,1107.0,4678,0
1108.0,Sulawesi Tenggara,2020/04/02 00:00:00+00,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00000,0.00000,1108.0,4679,0
1109.0,Sulawesi Selatan,2020/04/02 00:00:00+00,66.0,0.0,0.0,0.0,5.0,0.0,61.0,8.00000,0.00000,1109.0,4680,0
1110.0,Sulawesi Tengah,2020/04/02 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1110.0,4681,0
1111.0,Lampung,2020/04/02 00:00:00+00,8.0,0.0,0.0,0.0,1.0,1.0,7.0,13.00000,0.00000,1111.0,4682,0
1112.0,Riau,2020/04/02 00:00:00+00,7.0,4.0,1.0,0.0,0.0,0.0,6.0,0.00000,14.00000,1112.0,4683,0
1113.0,Maluku Utara,2020/04/02 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1113.0,4684,0
1114.0,Maluku,2020/04/02 00:00:00+00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00000,100.00000,1114.0,4685,0
1115.0,Papua Barat,2020/04/02 00:00:00+00,2.0,0.0,0.0,0.0,1.0,0.0,1.0,50.00000,0.00000,1115.0,4686,0
1116.0,Papua,2020/04/02 00:00:00+00,10.0,0.0,2.0,0.0,0.0,0.0,8.0,0.00000,20.00000,1116.0,4687,0
1117.0,Sulawesi Barat,2020/04/02 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1117.0,4688,0
1118.0,Nusa Tenggara Timur,2020/04/02 00:00:00+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,1118.0,4689,0
1119.0,Gorontalo,2020/04/02 00:00:00+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,1119.0,4690,0
1120.0,Indonesia,2020/04/02 00:00:00+00,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.00000,0.00000,1120.0,4691,0
1121.0,Aceh,2020/04/03 00:00:00+00,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.00000,0.00000,1121.0,4692,0
1122.0,Bali,2020/04/03 00:00:00+00,27.0,2.0,10.0,0.0,2.0,0.0,15.0,7.00000,37.00000,1122.0,4693,0
1123.0,Banten,2020/04/03 00:00:00+00,170.0,6.0,7.0,0.0,14.0,0.0,149.0,8.00000,4.00000,1123.0,4694,0
1124.0,Kepulauan Bangka Belitung,2020/04/03 00:00:00+00,2.0,0.0,0.0,0.0,1.0,0.0,1.0,50.00000,0.00000,1124.0,4695,0
1125.0,Bengkulu,2020/04/03 00:00:00+00,2.0,1.0,0.0,0.0,1.0,0.0,1.0,50.00000,0.00000,1125.0,4696,0
1126.0,Daerah Istimewa Yogyakarta,2020/04/03 00:00:00+00,27.0,0.0,1.0,0.0,3.0,0.0,23.0,11.00000,4.00000,1126.0,4697,0
1127.0,DKI Jakarta,2020/04/03 00:00:00+00,971.0,74.0,52.0,0.0,90.0,0.0,829.0,9.00000,5.00000,1127.0,4698,0
1128.0,Jambi,2020/04/03 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1128.0,4699,0
1129.0,Jawa Barat,2020/04/03 00:00:00+00,225.0,2.0,12.0,1.0,25.0,0.0,188.0,11.00000,5.00000,1129.0,4700,0
1130.0,Jawa Tengah,2020/04/03 00:00:00+00,114.0,10.0,11.0,11.0,18.0,11.0,85.0,16.00000,10.00000,1130.0,4701,0
1131.0,Jawa Timur,2020/04/03 00:00:00+00,155.0,52.0,25.0,3.0,11.0,0.0,119.0,7.00000,16.00000,1131.0,4702,0
1132.0,Kalimantan Barat,2020/04/03 00:00:00+00,10.0,0.0,2.0,0.0,2.0,0.0,6.0,20.00000,20.00000,1132.0,4703,0
1133.0,Kalimantan Timur,2020/04/03 00:00:00+00,22.0,1.0,0.0,0.0,1.0,0.0,21.0,5.00000,0.00000,1133.0,4704,0
1134.0,Kalimantan Tengah,2020/04/03 00:00:00+00,12.0,3.0,2.0,0.0,0.0,0.0,10.0,0.00000,17.00000,1134.0,4705,0
1135.0,Kalimantan Selatan,2020/04/03 00:00:00+00,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1135.0,4706,0
1136.0,Kalimantan Utara,2020/04/03 00:00:00+00,8.0,6.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1136.0,4707,0
1137.0,Kepulauan Riau,2020/04/03 00:00:00+00,8.0,1.0,0.0,0.0,1.0,0.0,7.0,13.00000,0.00000,1137.0,4708,0
1138.0,Nusa Tenggara Barat,2020/04/03 00:00:00+00,7.0,1.0,2.0,2.0,0.0,0.0,5.0,0.00000,29.00000,1138.0,4709,0
1139.0,Sumatera Selatan,2020/04/03 00:00:00+00,12.0,1.0,0.0,0.0,2.0,0.0,10.0,17.00000,0.00000,1139.0,4710,0
1140.0,Sumatera Barat,2020/04/03 00:00:00+00,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.00000,0.00000,1140.0,4711,0
1141.0,Sulawesi Utara,2020/04/03 00:00:00+00,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.00000,33.00000,1141.0,4712,0
1142.0,Sumatera Utara,2020/04/03 00:00:00+00,22.0,0.0,0.0,0.0,3.0,0.0,19.0,14.00000,0.00000,1142.0,4713,0
1143.0,Sulawesi Tenggara,2020/04/03 00:00:00+00,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0.00000,0.00000,1143.0,4714,0
1144.0,Sulawesi Selatan,2020/04/03 00:00:00+00,82.0,16.0,4.0,4.0,5.0,0.0,73.0,6.00000,5.00000,1144.0,4715,0
1145.0,Sulawesi Tengah,2020/04/03 00:00:00+00,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.00000,0.00000,1145.0,4716,0
1146.0,Lampung,2020/04/03 00:00:00+00,12.0,4.0,0.0,0.0,1.0,0.0,11.0,8.00000,0.00000,1146.0,4717,0
1147.0,Riau,2020/04/03 00:00:00+00,10.0,3.0,1.0,0.0,0.0,0.0,9.0,0.00000,10.00000,1147.0,4718,0
1148.0,Maluku Utara,2020/04/03 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1148.0,4719,0
1149.0,Maluku,2020/04/03 00:00:00+00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00000,100.00000,1149.0,4720,0
1150.0,Papua Barat,2020/04/03 00:00:00+00,2.0,0.0,0.0,0.0,1.0,0.0,1.0,50.00000,0.00000,1150.0,4721,0
1151.0,Papua,2020/04/03 00:00:00+00,16.0,6.0,3.0,1.0,0.0,0.0,13.0,0.00000,19.00000,1151.0,4722,0
1152.0,Sulawesi Barat,2020/04/03 00:00:00+00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00000,0.00000,1152.0,4723,0
1153.0,Nusa Tenggara Timur,2020/04/03 00:00:00+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,1153.0,4724,0
1154.0,Gorontalo,2020/04/03 00:00:00+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,1154.0,4725,0
1155.0,Indonesia,2020/04/03 00:00:00+00,31.0,2.0,0.0,0.0,0.0,0.0,31.0,0.00000,0.00000,1155.0,4726,0
1156.0,Aceh,2020/04/04 00:00:00+00,5.0,0.0,0.0,0.0,1.0,1.0,4.0,20.00000,0.00000,1156.0,4727,0
1157.0,Bali,2020/04/04 00:00:00+00,32.0,5.0,10.0,0.0,2.0,0.0,20.0,6.00000,31.00000,1157.0,4728,0
1158.0,Banten,2020/04/04 00:00:00+00,173.0,3.0,7.0,0.0,17.0,3.0,149.0,10.00000,4.00000,1158.0,4729,0
1159.0,Kepulauan Bangka Belitung,2020/04/04 00:00:00+00,2.0,0.0,0.0,0.0,1.0,0.0,1.0,50.00000,0.00000,1159.0,4730,0
1160.0,Bengkulu,2020/04/04 00:00:00+00,2.0,0.0,0.0,0.0,1.0,0.0,1.0,50.00000,0.00000,1160.0,4731,0
1161.0,Daerah Istimewa Yogyakarta,2020/04/04 00:00:00+00,33.0,5.0,1.0,0.0,3.0,0.0,29.0,9.00000,3.00000,1161.0,4732,0
1162.0,DKI Jakarta,2020/04/04 00:00:00+00,1028.0,55.0,56.0,4.0,89.0,1.0,883.0,9.00000,5.00000,1162.0,4733,0
1163.0,Jambi,2020/04/04 00:00:00+00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00000,0.00000,1163.0,4734,0
1164.0,Jawa Barat,2020/04/04 00:00:00+00,247.0,24.0,12.0,0.0,28.0,1.0,207.0,11.00000,5.00000,1164.0,4735,0
1165.0,Jawa Tengah,2020/04/04 00:00:00+00,120.0,7.0,11.0,0.0,18.0,0.0,91.0,15.00000,9.00000,1165.0,4736,0
